taxonomy,sample38,sample97,sample46,sample211,sample68,sample128,sample6,sample149,sample120,sample173,sample175,sample170,sample61,sample209,sample199,sample50,sample13,sample56,sample70,sample12,sample78,sample119,sample135,sample144,sample145,sample148,sample16,sample180,sample174,sample101,sample210,sample190,sample195,sample139,sample218,sample155,sample102,sample33,sample104,sample77,sample115,sample138,sample163,sample224,sample140,sample40,sample18,sample103,sample184,sample217,sample160,sample3,sample100,sample161,sample28,sample43,sample151,sample168,sample106,sample121,sample194,sample94,sample32,sample23,sample96,sample90,sample146,sample88,sample65,sample189,sample204,sample87,sample176,sample53,sample123,sample20,sample142,sample131,sample159,sample164,sample166,sample202,sample107,sample162,sample82,sample92,sample93,sample185,sample201,sample207,sample59,sample37,sample213,sample152,sample216,sample14,sample110,sample129,sample98,sample203,sample84,sample11,sample108,sample74,sample41,sample91,sample133,sample39,sample86,sample71,sample116,sample48,sample132,sample158,sample212,sample117,sample220,sample179,sample4,sample69,sample125,sample169,sample10,sample214,sample127,sample114,sample172,sample171,sample112,sample35,sample192,sample109,sample165,sample188,sample1,sample49,sample137,sample19,sample22,sample76,sample193,sample30,sample47,sample42,sample25,sample99,sample122,sample223,sample143,sample208,sample44,sample167,sample7,sample34,sample124,sample62,sample27,sample153,sample197,sample177,sample83,sample150,sample80,sample17,sample63,sample73,sample183,sample58,sample79,sample64,sample111,sample89,sample36,sample66,sample206,sample0,sample67,sample75,sample31,sample118,sample147,sample54,sample8,sample221,sample113,sample45,sample15,sample52,sample219,sample60,sample222,sample85,sample51,sample182,sample186,sample187,sample130,sample24,sample105,sample134,sample2,sample57,sample55,sample156,sample198,sample136,sample9,sample81,sample205,sample154,sample21,sample29,sample72,sample178,sample26,sample126,sample157,sample215,sample181,sample95,sample196,sample141,sample191,sample200,sample5
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;NA,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,3,74,0,0,0,0,0,0,69,0,0,0,364,0,0,29,15,8,0,0,8,0,0,0,8,36,0,0,0,0,0,0,0,68,0,1,2,0,0,0,0,16,0,4,0,0,0,0,0,0,0,0,7,0,27,0,13,0,0,0,0,0,0,0,14,1,0,0,0,1,16,0,0,0,0,18,0,0,0,0,0,0,1,56,9,0,24,0,12,0,0,21,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,22,29,17,1,0,13,0,7,6,1,0,0,0,0,1,0,0,0,0,0,115,0,0,0,0,1,12,31,19,10,0,1,74,2,0,0,17,2,0,0,30,13,3,15,0,24,0,0,1,0,0,21,0,0,0,3,0,1,0,0,10,9,0,3,0,0,53,0,0,45,0,0,0,0,42,146,3,0,27,0,0,0,0,0,0,0,4,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anaerobacillus;NA,0,0,0,0,0,0,0,4,72,10,0,0,0,0,0,6,1,1,0,7,0,0,0,1,24,79,2,2,0,0,0,8,7,0,1,2,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,151,0,0,0,0,0,12,8,0,0,0,6,0,1,0,7,0,0,1,6,37,1,0,0,0,0,11,0,0,10,0,0,0,0,79,2,0,3,6,0,0,0,0,0,0,0,1,29,0,0,2,24,14,0,46,0,0,0,0,1,1,0,0,0,0,0,1,0,51,3,0,0,0,22,8,0,0,53,0,0,0,0,0,0,0,0,0,33,0,19,0,0,0,1,0,2,0,0,7,416,0,0,0,0,0,0,3,0,0,0,0,50,0,0,0,0,2,0,0,0,0,0,2,2,4,0,0,0,0,1,0,0,0,0,0,3,2,0,0,76,2,0,0,0,0,0,1,0,0,30,1,0,0,0,0,0,121,41,0,0,4,1,0,0,0,1
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,516,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,365,0,12,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anaerobacillus;NA,0,0,0,1,0,0,0,115,1,3,0,0,1,0,0,6,1,0,3,1,0,13,0,45,32,0,6,0,3,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,1,1,0,1,1,0,0,106,1,0,1,0,0,4,3,0,2,0,0,0,10,0,0,0,5,0,0,0,49,0,0,0,0,0,0,0,2,34,0,0,5,35,14,10,29,0,0,0,113,2,0,0,1,44,0,0,0,0,4,5,0,26,0,4,7,1,1,0,0,0,0,0,0,0,0,0,0,7,35,20,0,0,2,3,0,0,0,0,7,46,1,0,0,0,0,0,0,0,0,0,0,172,0,0,0,3,0,0,1,0,0,6,0,2,20,11,0,0,0,0,0,31,0,0,0,0,0,0,0,117,18,0,0,0,14,14,0,1,0,22,0,0,0,0,32,0,48,0,0,0,2,3,2,0,13,5
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anaerobacillus;NA,0,0,0,0,0,0,0,2,25,0,0,0,0,0,8,5,0,0,0,11,0,11,0,7,12,4,2,154,0,0,0,0,5,0,0,1,0,0,0,0,167,0,0,0,0,0,0,2,0,3,0,0,4,1,0,0,5,0,13,68,5,0,0,0,0,0,3,0,0,0,7,0,36,0,0,0,3,0,0,0,1,0,0,0,0,2,0,28,0,1,0,0,0,6,0,2,0,2,0,0,0,0,40,0,0,0,0,0,0,7,16,0,1,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,34,0,0,0,57,26,0,4,5,0,0,0,0,0,0,0,0,1,38,1,8,2,0,17,2,0,0,0,0,1,7,3,0,0,1,0,0,1,0,0,0,0,69,0,0,0,25,4,0,2,0,2,0,0,3,38,0,0,0,0,0,20,38,0,0,0,0,0,0,0,102,0,0,0,0,8,29,8,18,0,21,11,0,0,11,0,0,106,0,0,1,3,12,4,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anoxybacillus;NA,5,0,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,217,0,0,20,8,0,0,0,45,0,0,0,8,3,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,2,0,2,0,0,0,5,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,58,11,0,0,0,1,20,0,0,0,0,15,0,0,0,0,0,0,1,32,3,3,33,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,16,0,4,0,0,0,0,0,12,12,3,0,6,0,0,1,5,0,0,0,0,0,0,0,0,0,13,44,0,0,0,0,1,5,11,3,29,0,0,232,11,0,0,36,7,0,0,284,7,3,7,0,30,0,0,8,0,0,5,0,0,0,0,0,0,0,0,1,6,0,1,0,3,51,0,0,17,0,0,0,0,19,31,0,0,42,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anaerobacillus;NA,0,0,0,1,0,0,0,9,48,0,15,53,0,19,0,17,1,0,32,3,1,9,0,42,9,25,1,7,4,0,0,3,0,0,4,0,0,0,6,1,3,0,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,67,20,0,0,1,3,0,3,1,0,0,15,0,0,1,0,0,19,0,0,0,0,9,2,1,0,0,0,128,0,1,0,28,0,0,0,0,63,0,0,0,15,0,0,12,7,11,4,19,5,0,0,1,3,0,0,8,17,0,0,2,0,0,3,0,0,0,14,18,1,1,2,0,0,0,0,0,0,0,0,0,56,2,0,34,0,2,6,0,16,0,0,0,34,7,0,0,0,0,0,0,0,0,5,0,1,0,0,0,7,3,2,2,0,0,0,2,3,16,0,0,0,0,4,23,21,0,0,0,1,0,1,0,72,0,0,0,0,8,0,6,2,0,100,10,0,0,2,9,0,155,0,1,1,1,0,1,0,2,0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;NA,0,0,0,0,0,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,2,0,0,0,20,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,37,0,0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium;vaginae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anaerobacillus;NA,0,0,0,0,0,0,0,9,10,31,1,6,0,0,0,9,0,0,15,1,0,11,6,0,4,0,0,19,0,1,0,0,2,0,8,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,1,2,19,9,0,0,0,0,0,23,0,0,0,0,2,0,1,0,8,0,2,0,5,0,0,1,2,0,0,3,0,127,0,0,0,0,0,6,0,0,0,9,0,4,0,1,112,0,0,2,9,0,0,0,23,1,2,18,3,0,0,5,2,2,0,0,1,0,0,0,10,0,32,0,27,1,21,2,1,13,0,0,0,0,0,0,0,0,0,0,217,20,3,4,0,0,1,0,11,0,0,4,5,20,0,0,0,0,4,0,1,0,1,0,70,0,0,0,0,1,1,8,0,13,0,0,6,0,0,0,0,1,1,6,61,0,0,0,0,0,0,0,136,0,0,0,0,18,4,0,1,0,0,13,0,0,5,9,0,67,0,0,11,12,3,1,0,8,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anoxybacillus;NA,9,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,7,0,3,0,1,0,0,17,0,0,0,16,0,0,0,92,0,0,23,7,0,0,0,45,0,0,0,8,18,0,0,0,0,0,0,0,52,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,56,5,0,0,0,0,41,0,0,0,0,2,0,0,0,0,0,0,2,34,3,0,36,0,0,0,0,27,0,0,0,0,0,0,7,0,0,0,0,0,47,0,0,0,19,0,24,0,0,0,0,0,24,3,0,0,4,0,5,0,3,0,0,0,0,0,0,0,0,0,4,32,0,0,0,0,1,4,2,4,13,0,0,95,8,0,0,60,9,0,0,142,7,1,0,0,28,0,0,6,0,0,9,0,0,0,1,0,0,0,0,8,19,0,6,0,4,40,0,0,20,0,0,0,0,28,80,26,0,41,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;fragi,0,0,0,0,0,0,0,0,0,21,0,0,0,11,1,0,0,0,0,0,0,140,0,2,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,418,0,0,0,0,5,0,0,0,0,0,6,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,36,2,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,37,8,0,0,0,1,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anaerobacillus;NA,0,0,0,0,0,1,0,115,55,2,9,0,0,0,0,2,0,0,4,0,0,2,0,5,1,26,12,8,0,0,7,1,0,0,0,0,0,0,1,2,12,0,10,0,2,0,0,0,0,2,3,0,0,1,0,0,0,0,7,0,1,0,0,0,0,16,17,0,1,0,2,0,25,0,0,0,1,0,40,0,0,0,158,0,0,1,0,1,0,0,0,0,2,5,1,1,0,2,0,0,0,0,31,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205,0,0,0,1,13,4,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,105,0,1,0,0,0,0,0,4,0,0,6,0,5,0,0,0,0,5,0,1,0,0,1,2,2,0,0,0,4,0,8,1,0,0,0,0,6,1,0,0,30,0,0,0,0,0,1,5,48,0,0,5,0,0,2,0,0,15,0,10,0,0,6,7,0,3,5
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;NA,0,0,0,4,0,0,0,0,0,56,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,74,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1098,0,0,37,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,1,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;fragi,0,0,0,0,0,0,0,0,0,14,0,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,52,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Empedobacter;NA,0,984,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;psychrophila,0,0,0,2,0,0,0,0,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,47,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;sphaericus,0,0,0,0,0,0,0,163,144,0,4,0,0,0,3,0,0,1,2,0,0,0,0,3,22,3,0,27,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,17,7,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,19,0,57,0,23,9,55,0,0,7,0,17,0,170,4,0,0,0,0,2,0,0,0,24,0,12,0,0,0,0,0,2,21,0,0,0,4,0,0,56,0,14,0,0,0,0,0,0,0,0,0,0,7,4,95,0,0,0,16,97,0,0,4,0,0,3,0,0,0,0,0,2,0,0,0,0,0,19,0,0,3,0,0,0,0,1,0,0,1,2,2,4,0,0,4,0,0,0,0,0,0,1,1,8,0,12,0,1,5,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,121,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,4,1,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;NA,0,0,0,0,0,4,0,0,0,1,0,1,0,9,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,22,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,69,0,0,1,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,43,0,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Myroides;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium;NA,65,1,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,9,7,0,6,50,7,0,0,0,0,0,0,55,0,0,0,6,0,0,53,34,0,1,0,3,0,0,0,25,0,0,0,0,0,0,17,0,12,0,0,0,0,0,0,0,43,0,7,0,0,0,2,0,0,1,0,25,0,7,0,24,0,0,0,0,0,0,1,11,1,0,0,0,10,8,0,0,0,0,1,13,0,0,1,0,0,1,33,2,0,17,1,1,0,0,97,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,35,0,20,0,0,0,0,0,6,0,10,0,69,0,4,0,11,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,9,8,0,82,3,0,0,14,2,0,0,19,3,0,0,45,16,10,11,0,29,0,0,14,0,0,31,0,0,0,6,0,0,0,0,29,0,0,0,0,5,68,0,0,0,0,4,0,0,3,3,27,0,5,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;cibarius,0,0,0,0,0,24,0,0,0,2,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,59,2,0,0,0,0,0,0,38,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,1,0,0,0,5,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,8,0,0,5,0,0,0,0,27,0,0,0,0,0,0,15,0,0,0,0,0,0,0,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,14,24,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,41,0,38,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;NA,0,0,0,0,0,0,0,0,0,17,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917,4,0,22,0,0,0,0,0,0,0,2,4,0,0,0,0,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anoxybacillus;NA,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,8,0,0,0,56,0,0,49,7,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,40,0,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,43,11,0,0,0,2,16,0,0,0,0,8,5,0,0,0,0,0,1,7,9,0,33,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,12,0,5,0,0,0,0,0,0,0,5,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,7,22,0,0,0,0,0,4,2,1,25,0,0,234,5,0,1,28,6,0,0,281,4,0,2,0,73,0,0,6,0,0,8,0,0,0,1,0,0,0,0,2,1,0,5,0,3,69,0,0,10,0,0,0,0,3,15,2,0,24,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anoxybacillus;NA,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,25,0,0,0,59,0,0,25,11,0,0,0,38,0,0,0,9,10,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,20,7,0,0,0,0,42,0,0,0,0,4,0,0,0,0,0,0,9,49,5,0,35,0,0,0,0,19,0,0,0,0,0,1,2,0,0,0,0,0,6,0,0,0,17,0,26,0,0,0,0,0,4,16,0,0,9,0,6,0,7,0,0,0,0,0,0,0,0,0,2,81,0,0,0,0,0,4,3,12,6,0,0,124,3,0,0,37,5,0,0,165,26,1,7,0,15,0,0,31,0,0,8,0,0,0,1,0,0,0,0,3,10,0,0,0,0,39,0,0,0,0,0,0,0,21,59,1,0,35,0,0,0,0,0,0,0,0,0,0
